List;Item;Order;Target;Sentence;CritWord;SentType;Literality;Cloze probability;Word length;;;;;;;;;
6;122;verb-first;correct;De Ajax-spelers liepen gespannen het stadion binnen, want ze bevonden zich in het hol van de leeuw in de finale.;leeuw;exp;3,90;1;5;;;;;;;;;
5;130;verb-final;correct;Koen was helemaal schor, omdat hij zich de longen uit het lijf schreeuwde tijdens de voetbalwedstrijd.;lijf;exp;1,36;1;4;;;;;;;;;
6;130;verb-first;correct;Koen was helemaal schor, want hij schreeuwde zich de longen uit het lijf tijdens de voetbalwedstrijd.;lijf;exp;1,36;1;4;;;;;;;;;
1;22;verb-final;correct;Tijdens de spooktocht gilden de kinderen het uit, omdat Joris hen de stuipen op het lijf joeg in het bos.;lijf;exp;1,32;1;4;;;;;;;;;
2;22;verb-first;correct;Tijdens de spooktocht gilden de kinderen het uit, want Joris joeg hen de stuipen op het lijf in het bos.;lijf;exp;1,32;1;4;;;;;;;;;
3;55;verb-final;correct;Voor Romy voelde het kennismakingsgesprek als een verhoor, omdat de bedrijfsleider haar het hemd van het lijf vroeg gisteren.;lijf;exp;1,97;0,818181818;4;;;;;;;;;
4;55;verb-first;correct;Voor Romy voelde het kennismakingsgesprek als een verhoor, want de bedrijfsleider vroeg haar het hemd van het lijf gisteren.;lijf;exp;1,97;0,933333333;4;;;;;;;;;
1;8;verb-final;correct;Linda probeerde haar woedende broer te kalmeren, omdat hij door het lint ging tegen de portier.;lint;exp;4,35;1;4;;;;;;;;;
2;8;verb-first;correct;Linda probeerde haar woedende broer te kalmeren, want hij ging door het lint tegen de portier.;lint;exp;4,35;1;4;;;;;;;;;
2;38;verb-final;correct;Uiteindelijk wist de rechercheur alles van de verdachte, omdat hij hem onder de loep nam in zijn onderzoek.;loep;exp;3,41;0,538461538;4;;;;;;;;;
3;38;verb-first;correct;Uiteindelijk wist de rechercheur alles van de verdachte, want hij nam hem onder de loep in zijn onderzoek.;loep;exp;3,41;0,909090909;4;;;;;;;;;
5;133;verb-final;correct;Het was niet te missen dat Joep blij was, omdat hij een gat in de lucht sprong zaterdagochtend.;lucht;exp;1,50;0,933333333;5;;;;;;;;;
6;133;verb-first;correct;Het was niet te missen dat Joep blij was, want hij sprong een gat in de lucht zaterdagochtend.;lucht;exp;1,50;1;5;;;;;;;;;
4;91;verb-final;correct;De handelaar in nepgoud werd opgepakt, omdat hij door de mand viel op een gegeven moment.;mand;exp;3,45;0,818181818;4;;;;;;;;;
5;91;verb-first;correct;De handelaar in nepgoud werd opgepakt, want hij viel door de mand op een gegeven moment.;mand;exp;3,45;1;4;;;;;;;;;
2;41;verb-final;correct;Het was duidelijk dat de directeur Stefans gespijbel ontdekt had, omdat hij hem op het matje riep maandagochtend.;matje;exp;3,84;0,538461538;5;;;;;;;;;
3;41;verb-first;correct;Het was duidelijk dat de directeur Stefans gespijbel ontdekt had, want hij riep hem op het matje maandagochtend.;matje;exp;3,84;1;5;;;;;;;;;
1;9;verb-final;correct;Sandra werd door de chirurg onder narcose gebracht, omdat ze onder het mes ging zometeen.;mes;exp;3,92;0,846153846;3;;;;;;;;;
2;9;verb-first;correct;Sandra werd door de chirurg onder narcose gebracht, want ze ging onder het mes zometeen.;mes;exp;3,92;0,909090909;3;;;;;;;;;
2;40;verb-final;correct;Kristel vond dat Paul haar te weinig uitdaagde, omdat hij haar naar de mond praatte elke keer.;mond;exp;1,71;0,384615385;4;;;;;;;;;
3;40;verb-first;correct;Kristel vond dat Paul haar te weinig uitdaagde, want hij praatte haar naar de mond elke keer.;mond;exp;1,71;1;4;;;;;;;;;
4;85;verb-final;correct;Roberta vond dat de advocaat haar verhaal verdraaide, omdat hij haar woorden in de mond legde in de rechtbank.;mond;exp;1,61;0,727272727;4;;;;;;;;;
5;85;verb-first;correct;Roberta vond dat de advocaat haar verhaal verdraaide, want hij legde haar woorden in de mond in de rechtbank.;mond;exp;1,61;1;4;;;;;;;;;
6;152;verb-final;correct;Ruben kon de chocoladetaart moeilijk weerstaan, omdat het water hem in de mond liep bij de bakker.;mond;exp;4,44;1;4;;;;;;;;;
1;152;verb-first;correct;Ruben kon de chocoladetaart moeilijk weerstaan, want het water liep hem in de mond bij de bakker.;mond;exp;4,44;0,923076923;4;;;;;;;;;
2;48;verb-final;correct;Tijdens de verhuizing kon Nico Merel goed gebruiken, omdat ze haar handen uit de mouwen stak bij het inpakken.;mouwen;exp;4,82;0,923076923;6;;;;;;;;;
3;48;verb-first;correct;Tijdens de verhuizing kon Nico Merel goed gebruiken, want ze stak haar handen uit de mouwen bij het inpakken.;mouwen;exp;4,82;0,818181818;6;;;;;;;;;
6;150;verb-final;correct;De Groningse aardbevingslachtoffers voelden zich machteloos, omdat ze met de rug tegen de muur stonden zo onderhand.;muur;exp;4,88;1;4;;;;;;;;;
1;150;verb-first;correct;De Groningse aardbevingslachtoffers voelden zich machteloos, want ze stonden met de rug tegen de muur zo onderhand.;muur;exp;4,88;1;4;;;;;;;;;
2;52;verb-final;correct;Simon vond de service bij de Belastingdienst waardeloos, omdat ze hem van het kastje naar de muur stuurden zoals gewoonlijk.;muur;exp;4,55;1;4;;;;;;;;;
3;52;verb-first;correct;Simon vond de service bij de Belastingdienst waardeloos, want ze stuurden hem van het kastje naar de muur zoals gewoonlijk.;muur;exp;4,55;1;4;;;;;;;;;
6;139;verb-final;correct;Loes mocht blij zijn dat ze nog leefde, omdat ze door het oog van de naald kroop vorig jaar.;naald;exp;1,55;0,933333333;5;;;;;;;;;
1;139;verb-first;correct;Loes mocht blij zijn dat ze nog leefde, want ze kroop door het oog van de naald vorig jaar.;naald;exp;1,55;1;5;;;;;;;;;
3;63;verb-final;correct;Laura had spijt dat ze niet eerder concertkaartjes had gekocht, omdat ze achter het net viste deze keer.;net;exp;4,12;1;3;;;;;;;;;
4;63;verb-first;correct;Laura had spijt dat ze niet eerder concertkaartjes had gekocht, want ze viste achter het net deze keer. ;net;exp;4,12;1;3;;;;;;;;;
3;76;verb-final;correct;Jacob zal zich voorlopig niet weer zo misdragen, omdat Sterre hem op zijn nummer zette woensdagavond.;nummer;exp;2,15;0,181818182;6;;;;;;;;;
4;76;verb-first;correct;Jacob zal zich voorlopig niet weer zo misdragen, want Sterre zette hem op zijn nummer woensdagavond.;nummer;exp;2,15;0,533333333;6;;;;;;;;;
6;155;verb-final;correct;Annabel vond Boudewijns woede-uitbarsting nogal overdreven, omdat hij van een mug een olifant maakte in de supermarkt.;olifant;exp;1,18;1;7;;;;;;;;;
1;155;verb-first;correct;Annabel vond Boudewijns woede-uitbarsting nogal overdreven, want hij maakte van een mug een olifant in de supermarkt.;olifant;exp;1,18;1;7;;;;;;;;;
3;58;verb-final;correct;Na haar verhuizing heeft Frederik Tanja nooit weer gezien, omdat hij haar uit het oog verloor op den duur.;oog;exp;2,99;0,818181818;3;;;;;;;;;
4;58;verb-first;correct;Na haar verhuizing heeft Frederik Tanja nooit weer gezien, want hij verloor haar uit het oog op den duur.;oog;exp;2,99;1;3;;;;;;;;;
4;87;verb-final;correct;Myra zou oma's levenslessen niet vergeten, omdat ze ze in haar oren knoopte zoals beloofd.;oren;exp;1,43;0;4;;;;;;;;;
5;87;verb-first;correct;Myra zou oma's levenslessen niet vergeten, want ze knoopte ze in haar oren zoals beloofd.;oren;exp;1,43;0,933333333;4;;;;;;;;;
3;57;verb-final;correct;Sander zag dat iedereen zijn outfit misplaatst vond, omdat hij voor paal stond op het feestje.;paal;exp;2,87;0,090909091;4;;;;;;;;;
4;57;verb-first;correct;Sander zag dat iedereen zijn outfit misplaatst vond, want hij stond voor paal op het feestje.;paal;exp;2,87;0,4;4;;;;;;;;;
5;134;verb-final;correct;De aandeelhouders konden het beleidsplan sterk beïnvloeden, omdat ze een vinger in de pap hadden bij het bestuur.;pap;exp;4,41;0,8;3;;;;;;;;;
6;134;verb-first;correct;De aandeelhouders konden het beleidsplan sterk beïnvloeden, want ze hadden een vinger in de pap bij het bestuur.;pap;exp;4,41;1;3;;;;;;;;;
6;156;verb-final;correct;Als ondernemer kon Erik moeilijk een dag vrij nemen, omdat hij geen brood op de plank had in dat geval.;plank;exp;4,26;1;5;;;;;;;;;
1;156;verb-first;correct;Als ondernemer kon Erik moeilijk een dag vrij nemen, want hij had geen brood op de plank in dat geval.;plank;exp;4,26;1;5;;;;;;;;;
3;73;verb-final;correct;Aletta probeerde Christiaan op te vrolijken, omdat hij in de put zat na zijn ontslag.;put;exp;4,49;0,727272727;3;;;;;;;;;
4;73;verb-first;correct;Aletta probeerde Christiaan op te vrolijken, want hij zat in de put na zijn ontslag.;put;exp;4,49;0,6;3;;;;;;;;;
6;157;verb-final;correct;De vrijwilligers waardeerden Henks toespraak zeer, omdat hij hen een hart onder de riem stak daarmee.;riem;exp;1,77;1;4;;;;;;;;;
1;157;verb-first;correct;De vrijwilligers waardeerden Henks toespraak zeer, want hij stak hen een hart onder de riem daarmee.;riem;exp;1,77;1;4;;;;;;;;;
5;124;verb-final;correct;Ondanks heel veel rijlessen had Lotte nog geen rijbewijs, omdat ze de handdoek in de ring gooide vorige maand.;ring;exp;4,65;1;4;;;;;;;;;
6;124;verb-first;correct;Ondanks heel veel rijlessen had Lotte nog geen rijbewijs, want ze gooide de handdoek in de ring vorige maand.;ring;exp;4,65;1;4;;;;;;;;;
2;29;verb-final;correct;Vera was erg tevreden over het verloop van het evenement, omdat het op rolletjes liep vorig weekend.;rolletjes;exp;2,88;0,769230769;9;;;;;;;;;
3;29;verb-first;correct;Vera was erg tevreden over het verloop van het evenement, want het liep op rolletjes vorig weekend.;rolletjes;exp;2,88;1;9;;;;;;;;;
3;66;verb-final;correct;Lianne was enorm blij met Susans cadeau, omdat het een schot in de roos was van haar.;roos;exp;4,33;1;4;;;;;;;;;
4;66;verb-first;correct;Lianne was enorm blij met Susans cadeau, want het was een schot in de roos van haar.;roos;exp;4,33;1;4;;;;;;;;;
4;108;verb-final;correct;Zonder diploma kreeg Luuk geen baan of uitkering, omdat hij tussen wal en schip viel kennelijk.;schip;exp;4,50;1;5;;;;;;;;;
5;108;verb-first;correct;Zonder diploma kreeg Luuk geen baan of uitkering, want hij viel tussen wal en schip kennelijk.;schip;exp;4,50;1;5;;;;;;;;;
2;32;verb-final;correct;Alieke vond dat Alex wel iets bescheidener mocht zijn, omdat hij naast zijn schoenen liep zo langzamerhand.;schoenen;exp;3,46;1;8;;;;;;;;;
3;32;verb-first;correct;Alieke vond dat Alex wel iets bescheidener mocht zijn, want hij liep naast zijn schoenen zo langzamerhand.;schoenen;exp;3,46;1;8;;;;;;;;;
6;153;verb-final;correct;Max merkte dat Jasmijn uitgeput was, omdat ze als een blok in slaap viel naast hem.;slaap;exp;1,33;1;5;;;;;;;;;
1;153;verb-first;correct;Max merkte dat Jasmijn uitgeput was, want ze viel als een blok in slaap naast hem.;slaap;exp;1,33;1;5;;;;;;;;;
6;142;verb-final;correct;Tom kon nu niet aan zijn muziekstuk werken, omdat hij aan de slag ging met zijn brommer.;slag;exp;2,85;0,133333333;4;;;;;;;;;
1;142;verb-first;correct;Tom kon nu niet aan zijn muziekstuk werken, want hij ging aan de slag met zijn brommer.;slag;exp;2,85;0,076923077;4;;;;;;;;;
4;96;verb-final;correct;Ondanks zijn handicap reisde Job veel, omdat Abel hem op sleeptouw nam overal naartoe.;sleeptouw;exp;3,39;0,363636364;9;;;;;;;;;
5;96;verb-first;correct;Ondanks zijn handicap reisde Job veel, want Abel nam hem op sleeptouw overal naartoe.;sleeptouw;exp;3,39;0,866666667;9;;;;;;;;;
2;43;verb-final;correct;Nadia schrok van Hendriks boze reactie, omdat hij uit zijn slof schoot vanuit het niets.;slof;exp;3,44;0,461538462;4;;;;;;;;;
3;43;verb-first;correct;Nadia schrok van Hendriks boze reactie, want hij schoot uit zijn slof vanuit het niets.;slof;exp;3,44;1;4;;;;;;;;;
1;25;verb-final;correct;Die starterswoningen werden razendsnel verkocht, omdat ze in de smaak vielen bij veel mensen.;smaak;exp;1,09;0,307692308;5;;;;;;;;;
2;25;verb-first;correct;Die starterswoningen werden razendsnel verkocht, want ze vielen in de smaak bij veel mensen.;smaak;exp;1,09;1;5;;;;;;;;;
1;10;verb-final;correct;Het slachthuis was niet blij met de geheime videobeelden, omdat ze op hun smoel gingen voor de inspectie.;smoel;exp;4,08;0;5;;;;;;;;;
2;10;verb-first;correct;Het slachthuis was niet blij met de geheime videobeelden, want ze gingen op hun smoel voor de inspectie.;smoel;exp;4,08;0;5;;;;;;;;;
6;151;verb-final;correct;Aafke baalde van de regenbui, omdat het tuinfeest in de soep liep met dit weer.;soep;exp;2,93;0,666666667;4;;;;;;;;;
1;151;verb-first;correct;Aafke baalde van de regenbui, want het tuinfeest liep in de soep met dit weer.;soep;exp;2,93;0,846153846;4;;;;;;;;;
5;121;verb-final;correct;Volgens Welmoed loog Thijs dat hij nooit bang was, omdat hij een held op sokken was in werkelijkheid.;sokken;exp;4,28;1;6;;;;;;;;;
6;121;verb-first;correct;Volgens Welmoed loog Thijs dat hij nooit bang was, want hij was een held op sokken in werkelijkheid.;sokken;exp;4,28;1;6;;;;;;;;;
5;118;verb-final;correct;Maria moest Arjen alleen opvoeden, omdat zijn vader haar in de steek liet na de geboorte.;steek;exp;2,05;1;5;;;;;;;;;
6;118;verb-first;correct;Maria moest Arjen alleen opvoeden, want zijn vader liet haar in de steek na de geboorte.;steek;exp;2,05;1;5;;;;;;;;;
5;112;verb-final;correct;Tijdens carnaval was er altijd geluidsoverlast, omdat de feestgangers de boel op stelten zetten in veel steden.;stelten;exp;2,96;0,933333333;7;;;;;;;;;
6;112;verb-first;correct;Tijdens carnaval was er altijd geluidsoverlast, want de feestgangers zetten de boel op stelten in veel steden.;stelten;exp;2,96;0,923076923;7;;;;;;;;;
2;37;verb-final;correct;Na lang twijfelen deed Sara toch mee, omdat Steven haar over de streep trok met zijn argumenten.;streep;exp;4,65;0,692307692;6;;;;;;;;;
3;37;verb-first;correct;Na lang twijfelen deed Sara toch mee, want Steven trok haar over de streep met zijn argumenten.;streep;exp;4,65;1;6;;;;;;;;;
6;147;verb-final;correct;De oppositie kon de belastingverhoging niet tegenhouden, omdat de minister voet bij stuk hield helaas.;stuk;exp;2,00;1;4;;;;;;;;;
1;147;verb-first;correct;De oppositie kon de belastingverhoging niet tegenhouden, want de minister hield voet bij stuk helaas.;stuk;exp;2,00;1;4;;;;;;;;;
1;26;verb-final;correct;Uiteindelijk werden de reorganisatieplannen wel duidelijk, omdat de directeur zijn kaarten op tafel legde gisterochtend.;tafel;exp;4,92;0,846153846;5;;;;;;;;;
2;26;verb-first;correct;Uiteindelijk werden de reorganisatieplannen wel duidelijk, want de directeur legde zijn kaarten op tafel gisterochtend.;tafel;exp;4,92;1;5;;;;;;;;;
5;131;verb-final;correct;Denise vond Joukes verhaal nogal chaotisch, omdat hij van de hak op de tak sprong als het ware.;tak;exp;2,19;1;3;;;;;;;;;
6;131;verb-first;correct;Denise vond Joukes verhaal nogal chaotisch, want hij sprong van de hak op de tak als het ware.;tak;exp;2,19;1;3;;;;;;;;;
3;64;verb-final;correct;De verdachte kon de waarheid moeilijk verbergen, omdat de rechter hem aan de tand voelde over de zaak.;tand;exp;4,40;0,818181818;4;;;;;;;;;
4;64;verb-first;correct;De verdachte kon de waarheid moeilijk verbergen, want de rechter voelde hem aan de tand over de zaak.;tand;exp;4,40;0,866666667;4;;;;;;;;;
2;33;verb-final;correct;Johan ontdekte dat de HAVO eigenlijk te moeilijk voor hem was, omdat hij op zijn tenen liep het afgelopen jaar.;tenen;exp;4,85;0,846153846;5;;;;;;;;;
3;33;verb-first;correct;Johan ontdekte dat de HAVO eigenlijk te moeilijk voor hem was, want hij liep op zijn tenen het afgelopen jaar.;tenen;exp;4,85;1;5;;;;;;;;;
2;36;verb-final;correct;Uiteindelijk bekende de dief toch schuld, omdat de agent hem uit zijn tent lokte in de verhoorkamer.;tent;exp;4,26;0,538461538;4;;;;;;;;;
3;36;verb-first;correct;Uiteindelijk bekende de dief toch schuld, want de agent lokte hem uit zijn tent in de verhoorkamer.;tent;exp;4,26;0,818181818;4;;;;;;;;;
3;62;verb-final;correct;Florian baalde van zijn kledingkeus, omdat hij uit de toon viel met zijn slobbertrui.;toon;exp;1,87;0,636363636;4;;;;;;;;;
4;62;verb-first;correct;Florian baalde van zijn kledingkeus, want hij viel uit de toon met zijn slobbertrui.;toon;exp;1,87;0,6;4;;;;;;;;;
1;27;verb-final;correct;De fraudeurs wisten hun witwaspraktijken te verbergen, omdat ze de agenten om de tuin leidden bij huiszoekingen.;tuin;exp;4,42;0,923076923;4;;;;;;;;;
2;27;verb-first;correct;De fraudeurs wisten hun witwaspraktijken te verbergen, want ze leidden de agenten om de tuin bij huiszoekingen.;tuin;exp;4,42;1;4;;;;;;;;;
4;94;verb-final;correct;Dora betreurde dat ze dat internetbedrijf zomaar vertrouwd had, omdat ze in de val liep van oplichters.;val;exp;4,45;0,090909091;3;;;;;;;;;
5;94;verb-first;correct;Dora betreurde dat ze dat internetbedrijf zomaar vertrouwd had, want ze liep in de val van oplichters.;val;exp;4,45;0,666666667;3;;;;;;;;;
2;47;verb-final;correct;Alita omschreef Lisa als opvliegend, omdat ze uit haar vel sprong bij het minste of geringste.;vel;exp;1,13;0,538461538;3;;;;;;;;;
3;47;verb-first;correct;Alita omschreef Lisa als opvliegend, want ze sprong uit haar vel bij het minste of geringste.;vel;exp;1,13;1;3;;;;;;;;;
2;50;verb-final;correct;Het was duidelijk dat juf Cindy geen treitergedrag duldde, omdat ze pestkoppen op de vingers tikte in de klas.;vingers;exp;4,90;0,153846154;7;;;;;;;;;
3;50;verb-first;correct;Het was duidelijk dat juf Cindy geen treitergedrag duldde, want ze tikte pestkoppen op de vingers in de klas.;vingers;exp;4,90;1;7;;;;;;;;;
4;82;verb-final;correct;Kyra kon steeds sneller haar veters strikken, omdat ze het in de vingers kreeg dankzij die oefeningen.;vingers;exp;3,96;0,909090909;7;;;;;;;;;
5;82;verb-first;correct;Kyra kon steeds sneller haar veters strikken, want ze kreeg het in de vingers dankzij die oefeningen.;vingers;exp;3,96;0,533333333;7;;;;;;;;;
6;144;verb-final;correct;Tijdens zijn proefverlof had Kevin beter niet kunnen stelen, omdat hij zich in de vingers sneed met die actie.;vingers;exp;4,84;0,066666667;7;;;;;;;;;
1;144;verb-first;correct;Tijdens zijn proefverlof had Kevin beter niet kunnen stelen, want hij sneed zich in de vingers met die actie.;vingers;exp;4,84;0,846153846;7;;;;;;;;;
4;102;verb-final;correct;Nadine moest constant aan de knappe Kenny denken, omdat ze in vuur en vlam stond na hun date.;vlam;exp;3,87;1;4;;;;;;;;;
5;102;verb-first;correct;Nadine moest constant aan de knappe Kenny denken, want ze stond in vuur en vlam na hun date.;vlam;exp;3,87;1;4;;;;;;;;;
2;39;verb-final;correct;Na het overlijden van zijn ouders hoefde David niet naar een pleeggezin, omdat opa hem onder zijn vleugels nam gelukkig.;vleugels;exp;2,55;0;8;;;;;;;;;
3;39;verb-first;correct;Na het overlijden van zijn ouders hoefde David niet naar een pleeggezin, want opa nam hem onder zijn vleugels gelukkig.;vleugels;exp;2,55;0;8;;;;;;;;;
4;95;verb-final;correct;De agent moest snel achter de bankrover aan, omdat hij zich uit de voeten maakte met de buit.;voeten;exp;1,76;1;6;;;;;;;;;
5;95;verb-first;correct;De agent moest snel achter de bankrover aan, want hij maakte zich uit de voeten met de buit.;voeten;exp;1,76;1;6;;;;;;;;;
4;101;verb-final;correct;De commentator vond de tactiek van Ajax erg riskant, omdat ze met vuur speelden tegen die club.;vuur;exp;4,82;0,454545455;4;;;;;;;;;
5;101;verb-first;correct;De commentator vond de tactiek van Ajax erg riskant, want ze speelden met vuur tegen die club.;vuur;exp;4,82;1;4;;;;;;;;;
2;35;verb-final;correct;Het was dom van de minister om de omstreden Betuwelijn zo te prijzen, omdat hij olie op het vuur gooide daardoor.;vuur;exp;4,71;0,923076923;4;;;;;;;;;
3;35;verb-first;correct;Het was dom van de minister om de omstreden Betuwelijn zo te prijzen, want hij gooide olie op het vuur daardoor.;vuur;exp;4,71;1;4;;;;;;;;;
6;138;verb-final;correct;Jaap kon gelukkig net rondkomen, omdat hij het hoofd boven water hield met kleine klusjes.;water;exp;4,84;1;5;;;;;;;;;
1;138;verb-first;correct;Jaap kon gelukkig net rondkomen, want hij hield het hoofd boven water met kleine klusjes.;water;exp;4,84;1;5;;;;;;;;;
6;149;verb-final;correct;In korte tijd werd Guus Meeuwis beroemd, omdat hij aan de weg timmerde met zijn muziek.;weg;exp;3,06;0,4;3;;;;;;;;;
1;149;verb-first;correct;In korte tijd werd Guus Meeuwis beroemd, want hij timmerde aan de weg met zijn muziek.;weg;exp;3,06;1;3;;;;;;;;;
3;61;verb-final;correct;Piet vond het begin van die opdracht makkelijk, omdat de juf hem op weg hielp in de les.;weg;exp;2,06;0,272727273;3;;;;;;;;;
4;61;verb-first;correct;Piet vond het begin van die opdracht makkelijk, want de juf hielp hem op weg in de les.;weg;exp;2,06;0,8;3;;;;;;;;;
6;136;verb-final;correct;De lerarenstaking had blijkbaar effect gehad, omdat het schoolbestuur water bij de wijn deed uiteindelijk.;wijn;exp;4,34;1;4;;;;;;;;;
1;136;verb-first;correct;De lerarenstaking had blijkbaar effect gehad, want het schoolbestuur deed water bij de wijn uiteindelijk.;wijn;exp;4,34;1;4;;;;;;;;;
3;80;verb-final;correct;Muhammed Ali won de wedstrijd dankzij een schijnbeweging, omdat hij zijn tegenstander van de wijs bracht op die manier.;wijs;exp;2,51;0,272727273;4;;;;;;;;;
4;80;verb-first;correct;Muhammed Ali won de wedstrijd dankzij een schijnbeweging, want hij bracht zijn tegenstander van de wijs op die manier.;wijs;exp;2,51;0,466666667;4;;;;;;;;;
4;99;verb-final;correct;Vanavond had Rinus zijn diploma-uitreiking, omdat hij met vlag en wimpel slaagde afgelopen donderdag.;wimpel;exp;1,65;1;6;;;;;;;;;
5;99;verb-first;correct;Vanavond had Rinus zijn diploma-uitreiking, want hij slaagde met vlag en wimpel afgelopen donderdag.;wimpel;exp;1,65;1;6;;;;;;;;;
1;4;verb-final;correct;Al snel kon Lars zijn internetbedrijf uitbreiden, omdat het hem voor de wind ging dat jaar.;wind;exp;2,78;0,923076923;4;;;;;;;;;
2;4;verb-first;correct;Al snel kon Lars zijn internetbedrijf uitbreiden, want het ging hem voor de wind dat jaar.;wind;exp;2,78;1;4;;;;;;;;;
4;90;verb-final;correct;Seth ging niet mee naar het feestje, omdat hij onder de wol kroop om half tien.;wol;exp;4,62;0,363636364;3;;;;;;;;;
5;90;verb-first;correct;Seth ging niet mee naar het feestje, want hij kroop onder de wol om half tien.;wol;exp;4,62;0,866666667;3;;;;;;;;;
6;154;verb-final;correct;Felicia reageerde nogal afwezig, omdat ze met haar hoofd in de wolken was vanwege het huwelijksaanzoek.;wolken;exp;2,81;0,933333333;6;;;;;;;;;
1;154;verb-first;correct;Felicia reageerde nogal afwezig, want ze was met haar hoofd in de wolken vanwege het huwelijksaanzoek.;wolken;exp;2,81;1;6;;;;;;;;;
5;135;verb-final;correct;Max Verstappen weigerde na zijn nederlaag over de race te praten, omdat dat zout in de wond strooide bij de coureur.;wond;exp;4,58;0,866666667;4;;;;;;;;;
6;135;verb-first;correct;Max Verstappen weigerde na zijn nederlaag over de race te praten, want dat strooide zout in de wond bij de coureur.;wond;exp;4,58;1;4;;;;;;;;;
5;109;verb-final;correct;Aan de voornemens van Adriaan twijfelde Wilma nooit, omdat hij de daad bij het woord voegde meestal.;woord;exp;1,88;0,933333333;5;;;;;;;;;
6;109;verb-first;correct;Aan de voornemens van Adriaan twijfelde Wilma nooit, want hij voegde de daad bij het woord meestal.;woord;exp;1,88;1;5;;;;;;;;;
5;110;verb-final;correct;Het volk had geen vertrouwen meer in de overheid, omdat Rutte zijn kop in het zand stak bij problemen.;zand;exp;3,41;0,866666667;4;;;;;;;;;
6;110;verb-first;correct;Het volk had geen vertrouwen meer in de overheid, want Rutte stak zijn kop in het zand bij problemen.;zand;exp;3,41;0,923076923;4;;;;;;;;;
1;19;verb-final;correct;De huurmoordenaar kreeg een zware celstraf, omdat hij een drugsbaron om zeep hielp op de parkeerplaats.;zeep;exp;1,32;0,461538462;4;;;;;;;;;
2;19;verb-first;correct;De huurmoordenaar kreeg een zware celstraf, want hij hielp een drugsbaron om zeep op de parkeerplaats.;zeep;exp;1,32;0,454545455;4;;;;;;;;;
5;120;verb-final;correct;Stijns ouders konden gerust een avondje uitgaan, omdat de oppas een oogje in het zeil hield thuis.;zeil;exp;2,40;1;4;;;;;;;;;
6;120;verb-first;correct;Stijns ouders konden gerust een avondje uitgaan, want de oppas hield een oogje in het zeil thuis.;zeil;exp;2,40;1;4;;;;;;;;;
1;13;verb-final;correct;De winst van Anna's bedrijf was verdubbeld, omdat ze de wind in de zeilen had het afgelopen kwartaal.;zeilen;exp;4,73;0,769230769;6;;;;;;;;;
2;13;verb-first;correct;De winst van Anna's bedrijf was verdubbeld, want ze had de wind in de zeilen het afgelopen kwartaal.;zeilen;exp;4,73;0,454545455;6;;;;;;;;;
4;105;verb-final;correct;Lara had de islam niet achterlijk mogen noemen, omdat ze Zarek op zijn ziel trapte met die opmerking.;ziel;exp;1,22;0,363636364;4;;;;;;;;;
5;105;verb-first;correct;Lara had de islam niet achterlijk mogen noemen, want ze trapte Zarek op zijn ziel met die opmerking.;ziel;exp;1,22;0,6;4;;;;;;;;;
2;54;verb-final;correct;Hanna kon blijkbaar niet met geld omgaan, omdat haar spaargeld als sneeuw voor de zon verdween tijdens de uitverkoop.;zon;exp;4,07;0,923076923;3;;;;;;;;;
3;54;verb-first;correct;Hanna kon blijkbaar niet met geld omgaan, want haar spaargeld verdween als sneeuw voor de zon tijdens de uitverkoop.;zon;exp;4,07;1;3;;;;;;;;;
3;74;verb-final;correct;Op Moederdag verraste Tim zijn moeder, omdat hij haar in het zonnetje zette met bloemen.;zonnetje;exp;4,16;0,545454545;8;;;;;;;;;
4;74;verb-first;correct;Op Moederdag verraste Tim zijn moeder, want hij zette haar in het zonnetje met bloemen.;zonnetje;exp;4,16;1;8;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
