List;Item;Order;TargetWord;Sentence;CritWord;SentType;Question;;;;;;;;;;
2;17;verb-first;correct;Irene kon niet ongezien weglopen, want haar ouders hielden haar in de gaten vanuit de woonkamer.;gaten;exp;NA;;;;;;;;;;
2;18;verb-first;correct;De inheemse bevolking kon geen kant op, want de machthebbers hielden hen onder de duim tijdens de oorlog.;duim;exp;NA;;;;;;;;;;
2;19;verb-first;correct;De huurmoordenaar kreeg een zware celstraf, want hij hielp een drugsbaron om zeep op de parkeerplaats.;zeep;exp;NA;;;;;;;;;;
2;20;verb-first;correct;Eva's computerprobleem was snel verholpen, want Ernst hielp haar uit de brand vanochtend.;brand;exp;NA;;;;;;;;;;
2;21;verb-first;correct;Dirk wist nu dat hij geen piloot kon worden, want de selectiecommissie hielp hem uit de droom tijdens de selectiedag.;droom;exp;NA;;;;;;;;;;
2;22;verb-first;correct;Tijdens de spooktocht gilden de kinderen het uit, want Joris joeg hen de stuipen op het lijf in het bos.;lijf;exp;NA;;;;;;;;;;
2;23;verb-first;correct;Hilda vond Maarten een pestkop, want hij joeg haar op de kast met zijn getreiter.;kast;exp;NA;;;;;;;;;;
2;24;verb-first;correct;Bart zag dat zijn mop grappig was, want zijn vrienden lagen in een deuk op de bank.;deuk;exp;NA;;;;;;;;;;
2;25;verb-first;correct;Die starterswoningen werden razendsnel verkocht, want ze vielen in de smaak bij veel mensen.;smaak;exp;NA;;;;;;;;;;
2;26;verb-first;correct;Uiteindelijk werden de reorganisatieplannen wel duidelijk, want de directeur legde zijn kaarten op tafel gisterochtend.;tafel;exp;NA;;;;;;;;;;
2;27;verb-first;correct;De fraudeurs wisten hun witwaspraktijken te verbergen, want ze leidden de agenten om de tuin bij huiszoekingen.;tuin;exp;NA;;;;;;;;;;
2;28;verb-final;correct;Sascha merkte dat Nathan geschrokken was van het ongeluk, omdat hij uit zijn doen was maandagavond.;doen;exp;NA;;;;;;;;;;
2;29;verb-final;correct;Vera was erg tevreden over het verloop van het evenement, omdat het op rolletjes liep vorig weekend.;rolletjes;exp;NA;;;;;;;;;;
2;30;verb-final;correct;Neeltje zei dat Floris wel iets zuiniger mocht leven, omdat hij een gat in zijn hand had sinds zijn loonsverhoging.;hand;exp;NA;;;;;;;;;;
2;31;verb-final;correct;Bij die protestactie moest de oproerpolitie optreden, omdat het uit de klauwen liep op het Malieveld.;klauwen;exp;NA;;;;;;;;;;
2;32;verb-final;correct;Alieke vond dat Alex wel iets bescheidener mocht zijn, omdat hij naast zijn schoenen liep zo langzamerhand.;schoenen;exp;NA;;;;;;;;;;
2;33;verb-final;correct;Johan ontdekte dat de HAVO eigenlijk te moeilijk voor hem was, omdat hij op zijn tenen liep het afgelopen jaar.;tenen;exp;NA;;;;;;;;;;
2;34;verb-final;correct;Groningen zal geen last meer hebben van die pyromaan, omdat hij tegen de lamp liep dinsdagavond.;lamp;exp;NA;;;;;;;;;;
2;35;verb-final;correct;Het was dom van de minister om de omstreden Betuwelijn zo te prijzen, omdat hij olie op het vuur gooide daardoor.;vuur;exp;NA;;;;;;;;;;
2;36;verb-final;correct;Uiteindelijk bekende de dief toch schuld, omdat de agent hem uit zijn tent lokte in de verhoorkamer.;tent;exp;NA;;;;;;;;;;
2;37;verb-final;correct;Na lang twijfelen deed Sara toch mee, omdat Steven haar over de streep trok met zijn argumenten.;streep;exp;NA;;;;;;;;;;
2;38;verb-final;correct;Uiteindelijk wist de rechercheur alles van de verdachte, omdat hij hem onder de loep nam in zijn onderzoek.;loep;exp;NA;;;;;;;;;;
2;39;verb-final;correct;Na het overlijden van zijn ouders hoefde David niet naar een pleeggezin, omdat opa hem onder zijn vleugels nam gelukkig.;vleugels;exp;NA;;;;;;;;;;
2;40;verb-final;correct;Kristel vond dat Paul haar te weinig uitdaagde, omdat hij haar naar de mond praatte elke keer.;mond;exp;NA;;;;;;;;;;
2;41;verb-final;correct;Het was duidelijk dat de directeur Stefans gespijbel ontdekt had, omdat hij hem op het matje riep maandagochtend.;matje;exp;NA;;;;;;;;;;
2;42;verb-final;correct;De selectieprocedure was erg streng, omdat de toelatingscommissie het kaf van het koren scheidde voor die opleiding.;koren;exp;NA;;;;;;;;;;
2;43;verb-final;correct;Nadia schrok van Hendriks boze reactie, omdat hij uit zijn slof schoot vanuit het niets.;slof;exp;NA;;;;;;;;;;
2;44;verb-final;correct;Het was onmogelijk dat Michelle nog moe was, omdat ze een gat in de dag sliep zondag.;dag;exp;NA;;;;;;;;;;
2;45;verb-final;correct;Aljan kon Aïda al niet meer versieren, omdat Michiel haar aan de haak sloeg vorige week.;haak;exp;NA;;;;;;;;;;
2;46;verb-final;correct;Bas ontdekte dat zijn conditie erg slecht was, omdat hij naar adem snakte na de hardlooptraining.;adem;exp;NA;;;;;;;;;;
2;47;verb-final;correct;Alita omschreef Lisa als opvliegend, omdat ze uit haar vel sprong bij het minste of geringste.;vel;exp;NA;;;;;;;;;;
2;48;verb-final;correct;Tijdens de verhuizing kon Nico Merel goed gebruiken, omdat ze haar handen uit de mouwen stak bij het inpakken.;mouwen;exp;NA;;;;;;;;;;
2;49;verb-final;correct;Tessa wilde nooit meer in dat rare T-shirt gymmen, omdat ze voor aap stond tijdens de les.;aap;exp;NA;;;;;;;;;;
2;50;verb-final;correct;Het was duidelijk dat juf Cindy geen treitergedrag duldde, omdat ze pestkoppen op de vingers tikte in de klas.;vingers;exp;NA;;;;;;;;;;
2;51;verb-final;correct;Meester besloot Chris geen straf te geven, omdat hij met de hand over het hart streek voor een keertje.;hart;exp;NA;;;;;;;;;;
2;52;verb-final;correct;Simon vond de service bij de Belastingdienst waardeloos, omdat ze hem van het kastje naar de muur stuurden zoals gewoonlijk.;muur;exp;NA;;;;;;;;;;
2;53;verb-final;correct;Het vraagstuk over de zorgverzekeringen leek complex te zijn, omdat de minister in het duister tastte bij het debat.;duister;exp;NA;;;;;;;;;;
2;54;verb-final;correct;Hanna kon blijkbaar niet met geld omgaan, omdat haar spaargeld als sneeuw voor de zon verdween tijdens de uitverkoop.;zon;exp;NA;;;;;;;;;;
2;55;verb-first;unrelated;Voor Romy voelde het kennismakingsgesprek als een verhoor, want de bedrijfsleider vroeg haar het hemd van het gips gisteren.;gips;exp;NA;;;;;;;;;;
2;56;verb-first;unrelated;In het leger deelde de commandant bevelen uit, want hij had de touwtjes in pruimen op de kazerne.;pruimen;exp;NA;;;;;;;;;;
2;57;verb-first;unrelated;Sander zag dat iedereen zijn outfit misplaatst vond, want hij stond voor room op het feestje.;room;exp;NA;;;;;;;;;;
2;58;verb-first;unrelated;Na haar verhuizing heeft Frederik Tanja nooit weer gezien, want hij verloor haar uit het gif op den duur.;gif;exp;NA;;;;;;;;;;
2;59;verb-first;unrelated;Psychiatrische patiënten hebben het moeilijk in deze maatschappij, want ze vallen buiten de kras door hun aandoening.;kras;exp;NA;;;;;;;;;;
2;60;verb-first;unrelated;Joops vrienden wisten al lang dat hij op mannen viel, want hij kwam uit de pijl op zijn zestiende.;pijl;exp;NA;;;;;;;;;;
2;61;verb-first;unrelated;Piet vond het begin van die opdracht makkelijk, want de juf hielp hem op pil in de les.;pil;exp;NA;;;;;;;;;;
2;62;verb-first;unrelated;Florian baalde van zijn kledingkeus, want hij viel uit de post met zijn slobbertrui.;post;exp;NA;;;;;;;;;;
2;63;verb-first;unrelated;Laura had spijt dat ze niet eerder concertkaartjes had gekocht, want ze viste achter het pad deze keer. ;pad;exp;NA;;;;;;;;;;
2;64;verb-first;unrelated;De verdachte kon de waarheid moeilijk verbergen, want de rechter voelde hem aan de kooi over de zaak.;kooi;exp;NA;;;;;;;;;;
2;65;verb-first;unrelated;Mohammed slaagde met gemak voor zijn wiskundetoets, want het was een fluitje van een plaat met zijn rekenmachine.;plaat;exp;NA;;;;;;;;;;
2;66;verb-first;unrelated;Lianne was enorm blij met Susans cadeau, want het was een schot in de vorm van haar.;vorm;exp;NA;;;;;;;;;;
2;67;verb-first;unrelated;Tijdens die moeilijke periode kon Angela niet zonder Gerrit, want hij was een rots in de tantes voor haar.;tantes;exp;NA;;;;;;;;;;
2;68;verb-first;unrelated;Saar vrolijkte Bastiaan altijd op, want zij was het zonnetje in volk binnen het gezin.;volk;exp;NA;;;;;;;;;;
2;69;verb-first;unrelated;Casper deed niets liever dan schaatsen, want hij was in zijn agenda op het ijs.;agenda;exp;NA;;;;;;;;;;
2;70;verb-first;unrelated;Hans was inmiddels overtuigd van Willemiens daadkracht, want ze sloeg spijkers met peuters bij de vergadering.;peuters;exp;NA;;;;;;;;;;
2;71;verb-first;unrelated;De scheidsrechter bestrafte de overtreding die achter hem plaatsvond niet, want hij zag hem over het pand uiteraard.;pand;exp;NA;;;;;;;;;;
2;72;verb-first;unrelated;De achtervolgde dief ging steeds harder rijden, want de politie zat hem op de burgers intussen.;burgers;exp;NA;;;;;;;;;;
2;73;verb-first;unrelated;Aletta probeerde Christiaan op te vrolijken, want hij zat in de bok na zijn ontslag.;bok;exp;NA;;;;;;;;;;
2;74;verb-first;unrelated;Op Moederdag verraste Tim zijn moeder, want hij zette haar in het programma met bloemen.;programma;exp;NA;;;;;;;;;;
2;75;verb-first;unrelated;Roos moest die deadline nu wel halen, want haar baas zette haar het mes op de tulp vanmiddag.;tulp;exp;NA;;;;;;;;;;
2;76;verb-first;unrelated;Jacob zal zich voorlopig niet weer zo misdragen, want Sterre zette hem op zijn ballon woensdagavond.;ballon;exp;NA;;;;;;;;;;
2;77;verb-first;unrelated;Auke moest Brechtje eigenlijk wel ten huwelijk vragen, want ze zette hem voor het land tijdens Kerst.;land;exp;NA;;;;;;;;;;
2;78;verb-first;unrelated;Meester merkte dat Sascha nogal verlegen was, want hij bleef op de kandelaar bij groepsactiviteiten.;kandelaar;exp;NA;;;;;;;;;;
2;79;verb-first;unrelated;Berend viel voor Johanna's zwoele blik, want ze bracht hem het hoofd op bad met haar ogen.;bad;exp;NA;;;;;;;;;;
2;80;verb-first;unrelated;Muhammed Ali won de wedstrijd dankzij een schijnbeweging, want hij bracht zijn tegenstander van de kern op die manier.;kern;exp;NA;;;;;;;;;;
2;81;verb-first;unrelated;Danny zapte snel weg van die gruwelijke horrorfilm, want hij deed het in zijn drank zowat.;drank;exp;NA;;;;;;;;;;
2;82;verb-final;unrelated;Kyra kon steeds sneller haar veters strikken, omdat ze het in de meters kreeg dankzij die oefeningen.;meters;exp;veters;;;;;;;;;;
2;83;verb-final;unrelated;Gedurende haar studietijd gaf Desirée haar spaargeld nooit uit, omdat ze het achter de wijk hield voor later.;wijk;exp;spaargeld;;;;;;;;;;
2;84;verb-final;unrelated;Carolien was de deadline voor het artikel nog niet vergeten, omdat ze hem in haar bediening hield al die tijd.;bediening;exp;artikel;;;;;;;;;;
2;85;verb-final;unrelated;Roberta vond dat de advocaat haar verhaal verdraaide, omdat hij haar woorden in de stang legde in de rechtbank.;stang;exp;woorden;;;;;;;;;;
2;86;verb-final;unrelated;Leon had in Amsterdam geen navigatie nodig, omdat hij de stad op zijn geweld kende inmiddels.;geweld;exp;navigatie;;;;;;;;;;
2;87;verb-final;unrelated;Myra zou oma's levenslessen niet vergeten, omdat ze ze in haar gebak knoopte zoals beloofd.;gebak;exp;levenslessen;;;;;;;;;;
2;88;verb-final;unrelated;De taallessen waren volgens Jacques erg nuttig, omdat hij het Nederlands onder de boer kreeg na een tijdje.;boer;exp;nuttig;;;;;;;;;;
2;89;verb-final;unrelated;De wielrenners moesten voor de bergetappe goed uitgerust zijn, omdat ze het voor hun grotten kregen vandaag.;grotten;exp;bergetappe;;;;;;;;;;
2;90;verb-final;unrelated;Seth ging niet mee naar het feestje, omdat hij onder de rem kroop om half tien.;rem;exp;feestje;;;;;;;;;;
2;91;verb-final;unrelated;De handelaar in nepgoud werd opgepakt, omdat hij door de naam viel op een gegeven moment.;naam;exp;handelaar;;;;;;;;;;
2;92;verb-final;unrelated;Sela wist nooit wat ze morgen ging doen, omdat ze bij de bom leefde uit principe.;bom;exp;morgen;;;;;;;;;;
2;93;verb-final;unrelated;De leraar baalde van zijn slecht voorbereide les, omdat het in het potlood liep dinsdagmiddag.;potlood;exp;leraar;;;;;;;;;;
2;94;verb-final;unrelated;Dora betreurde dat ze dat internetbedrijf zomaar vertrouwd had, omdat ze in de kam liep van oplichters.;kam;exp;oplichters;;;;;;;;;;
2;95;verb-final;unrelated;De agent moest snel achter de bankrover aan, omdat hij zich uit de taken maakte met de buit.;taken;exp;bankrover;;;;;;;;;;
2;96;verb-final;unrelated;Ondanks zijn handicap reisde Job veel, omdat Abel hem op vrede nam overal naartoe.;vrede;exp;armband;;;;;;;;;;
2;97;verb-final;unrelated;De sollicitant kreeg weinig informatie over de functie, omdat de manager over koetjes en toetjes praatte tijdens het interview.;toetjes;exp;machine;;;;;;;;;;
2;98;verb-final;unrelated;Al snel wist iedereen dat Tijmen vader werd, omdat hij het van de pubers schreeuwde op zijn werk.;pubers;exp;poster;;;;;;;;;;
2;99;verb-final;unrelated;Vanavond had Rinus zijn diploma-uitreiking, omdat hij met vlag en deksel slaagde afgelopen donderdag.;deksel;exp;gehakt;;;;;;;;;;
2;100;verb-final;unrelated;Kees zag zichzelf als kostwinner, omdat hij geld in het koopje bracht de afgelopen jaren.;koopje;exp;uniform;;;;;;;;;;
2;101;verb-final;unrelated;De commentator vond de tactiek van Ajax erg riskant, omdat ze met worst speelden tegen die club.;worst;exp;orkest;;;;;;;;;;
2;102;verb-final;unrelated;Nadine moest constant aan de knappe Kenny denken, omdat ze in vuur en dijk stond na hun date.;dijk;exp;mier;;;;;;;;;;
2;103;verb-final;unrelated;De burgemeester had spijt van zijn schaamteloze uitspraken, omdat hij in zijn kind stond voor iedereen.;kind;exp;dadels;;;;;;;;;;
2;104;verb-final;unrelated;Paulien vond de beoordeling van de groepsopdracht oneerlijk, omdat Sven met de lak streek van haar werk.;lak;exp;pedaal;;;;;;;;;;
2;105;verb-final;unrelated;Lara had de islam niet achterlijk mogen noemen, omdat ze Zarek op zijn hoes trapte met die opmerking.;hoes;exp;sirene;;;;;;;;;;
2;106;verb-final;unrelated;Robert wist dat het bestuur geld verduisterde, omdat de kascommissie aan de vlek trok in maart.;vlek;exp;cavia;;;;;;;;;;
2;107;verb-final;unrelated;De winkeldief kwam niet ver met zijn buit, omdat de agent hem in de pomp vatte bij de uitgang.;pomp;exp;risico;;;;;;;;;;
2;108;verb-final;unrelated;Zonder diploma kreeg Luuk geen baan of uitkering, omdat hij tussen wal en vaas viel kennelijk.;vaas;exp;opname;;;;;;;;;;
2;109;verb-first;literal;Aan de voornemens van Adriaan twijfelde Wilma nooit, want hij voegde de daad bij het boek meestal.;boek;exp;NA;;;;;;;;;;
2;110;verb-first;literal;Het volk had geen vertrouwen meer in de overheid, want Rutte stak zijn kop in het kasteel bij problemen.;kasteel;exp;NA;;;;;;;;;;
2;111;verb-first;literal;Jeroen vond Tirza onuitstaanbaar, want ze kletste hem de oren van het brein tijdens koffiepauzes.;brein;exp;NA;;;;;;;;;;
2;112;verb-first;literal;Tijdens carnaval was er altijd geluidsoverlast, want de feestgangers zetten de boel op latten in veel steden.;latten;exp;NA;;;;;;;;;;
2;113;verb-first;literal;De gemeente kon de wetswijziging eindelijk doorvoeren, want de kogel was door de mis in het kabinet.;mis;exp;NA;;;;;;;;;;
2;114;verb-first;literal;De barbecue kon helaas niet doorgaan, want de regen gooide roet in het drinken zaterdagavond.;drinken;exp;NA;;;;;;;;;;
2;115;verb-first;literal;Het was niet erg dat Bobs zusje het kaartspel niet snapte, want ze deed voor spek en erwten mee met ons.;erwten;exp;NA;;;;;;;;;;
2;116;verb-first;literal;Matthijs had in paniek zijn moeder gebeld, want hij zat met zijn handen in het kapsel na zijn wiskundetoets.;kapsel;exp;NA;;;;;;;;;;
2;117;verb-first;literal;Sofia schrok nogal van Michaels plotselinge mededeling, want hij viel met de deur in raam eerlijk gezegd.;raam;exp;NA;;;;;;;;;;
2;118;verb-first;literal;Maria moest Arjen alleen opvoeden, want zijn vader liet haar in de wesp na de geboorte.;wesp;exp;NA;;;;;;;;;;
2;119;verb-first;literal;Het bleek dat Jolien op het juiste moment solliciteerde, want ze viel met haar neus in de melk voor die baan.;melk;exp;NA;;;;;;;;;;
2;120;verb-first;literal;Stijns ouders konden gerust een avondje uitgaan, want de oppas hield een oogje in het roer thuis.;roer;exp;NA;;;;;;;;;;
2;121;verb-first;literal;Volgens Welmoed loog Thijs dat hij nooit bang was, want hij was een held op enkels in werkelijkheid.;enkels;exp;NA;;;;;;;;;;
2;122;verb-first;literal;De Ajax-spelers liepen gespannen het stadion binnen, want ze bevonden zich in het hol van de manen in de finale.;manen;exp;NA;;;;;;;;;;
2;123;verb-first;literal;Hessel had geen derde biertje moeten nemen, want het hek was van de bever daarna.;bever;exp;NA;;;;;;;;;;
2;124;verb-first;literal;Ondanks heel veel rijlessen had Lotte nog geen rijbewijs, want ze gooide de handdoek in de cirkel vorige maand.;cirkel;exp;NA;;;;;;;;;;
2;125;verb-first;literal;In de puberteit veranderde de stem van Jan Smit, want hij kreeg de baard in de stem opeens.;stem;exp;NA;;;;;;;;;;
2;126;verb-first;literal;Jonathan gaf Annemarie volkomen gelijk, want ze sloeg de spijker op zijn staart met haar opmerking.;staart;exp;NA;;;;;;;;;;
2;127;verb-first;literal;Berber eiste uitbetaling van haar overuren, want ze liet zich niet de kaas van het onbijt eten natuurlijk.;ontbijt;exp;NA;;;;;;;;;;
2;128;verb-first;literal;Moeder was bang dat Ferry na de vakantie blut zou zijn, want hij gooide geld over de ezel op Ibiza.;ezel;exp;NA;;;;;;;;;;
2;129;verb-first;literal;De Utrechtsupporter had geen spijt van zijn seizoenskaart, want hij kreeg waar voor zijn bank afgelopen weekend.;bank;exp;NA;;;;;;;;;;
2;130;verb-first;literal;Koen was helemaal schor, want hij schreeuwde zich de longen uit het zweet tijdens de voetbalwedstrijd.;zweet;exp;NA;;;;;;;;;;
2;131;verb-first;literal;Denise vond Joukes verhaal nogal chaotisch, want hij sprong van de hak op de bos als het ware.;bos;exp;NA;;;;;;;;;;
2;132;verb-first;literal;Dennis geloofde niet in die reclamestunt, want er schuilde een addertje onder het veld zoals altijd.;veld;exp;NA;;;;;;;;;;
2;133;verb-first;literal;Het was niet te missen dat Joep blij was, want hij sprong een gat in de vogel zaterdagochtend.;vogel;exp;NA;;;;;;;;;;
2;134;verb-first;literal;De aandeelhouders konden het beleidsplan sterk beïnvloeden, want ze hadden een vinger in de rijst bij het bestuur.;rijst;exp;NA;;;;;;;;;;
2;135;verb-first;literal;Max Verstappen weigerde na zijn nederlaag over de race te praten, want dat strooide zout in de snee bij de coureur.;snee;exp;NA;;;;;;;;;;
2;136;verb-final;literal;De lerarenstaking had blijkbaar effect gehad, omdat het schoolbestuur water bij de fles deed uiteindelijk.;fles;exp;NA;;;;;;;;;;
2;137;verb-final;literal;Uiteindelijk wist iedereen van Robs ontslag, omdat hij het gesprek van de nacht was op kantoor.;nacht;exp;NA;;;;;;;;;;
2;138;verb-final;literal;Jaap kon gelukkig net rondkomen, omdat hij het hoofd boven zee hield met kleine klusjes.;zee;exp;NA;;;;;;;;;;
2;139;verb-final;literal;Loes mocht blij zijn dat ze nog leefde, omdat ze door het oog van de prik kroop vorig jaar.;prik;exp;NA;;;;;;;;;;
2;140;verb-final;literal;Andries was nog altijd verdrietig over zijn gedwongen ontslag, omdat hij achter de bloemen zat sindsdien.;bloemen;exp;NA;;;;;;;;;;
2;141;verb-final;literal;De voorwaardelijke celstraf motiveerde Marcel om zich te gedragen, omdat hij een stok achter de klink had immers.;klink;exp;NA;;;;;;;;;;
2;142;verb-final;literal;Tom kon nu niet aan zijn muziekstuk werken, omdat hij aan de mep ging met zijn brommer.;mep;exp;NA;;;;;;;;;;
2;143;verb-final;literal;Peter had met Martine te doen, omdat ze van de regen in de kraan belandde door haar ziekte.;kraan;exp;NA;;;;;;;;;;
2;144;verb-final;literal;Tijdens zijn proefverlof had Kevin beter niet kunnen stelen, omdat hij zich in de schouders sneed met die actie.;schouders;exp;NA;;;;;;;;;;
2;145;verb-final;literal;Het was onduidelijk of Lieve zou komen, omdat ze een slag om de borst hield voorlopig.;borst;exp;NA;;;;;;;;;;
2;146;verb-final;literal;Anita vond de acteur nogal arrogant, omdat hij uit de berg deed over zijn acteerkunsten.;berg;exp;NA;;;;;;;;;;
2;147;verb-final;literal;De oppositie kon de belastingverhoging niet tegenhouden, omdat de minister voet bij deel hield helaas.;deel;exp;NA;;;;;;;;;;
2;148;verb-final;literal;Olivier moest zijn plannen plotseling wijzigen, omdat er een kink in de draad kwam door de treinstaking.;draad;exp;NA;;;;;;;;;;
2;149;verb-final;literal;In korte tijd werd Guus Meeuwis beroemd, omdat hij aan de baan timmerde met zijn muziek.;baan;exp;NA;;;;;;;;;;
2;150;verb-final;literal;De Groningse aardbevingslachtoffers voelden zich machteloos, omdat ze met de rug tegen de steen stonden zo onderhand.;steen;exp;NA;;;;;;;;;;
2;151;verb-final;literal;Aafke baalde van de regenbui, omdat het tuinfeest in de groenten met dit weer.;groenten;exp;NA;;;;;;;;;;
2;152;verb-final;literal;Ruben kon de chocoladetaart moeilijk weerstaan, omdat het water hem in de hap liep bij de bakker.;hap;exp;NA;;;;;;;;;;
2;153;verb-final;literal;Max merkte dat Jasmijn uitgeput was, omdat ze als een blok in bed viel naast hem.;bed;exp;NA;;;;;;;;;;
2;154;verb-final;literal;Felicia reageerde nogal afwezig, omdat ze met haar hoofd in de regen was vanwege het huwelijksaanzoek.;regen;exp;NA;;;;;;;;;;
2;155;verb-final;literal;Annabel vond Boudewijns woede-uitbarsting nogal overdreven, omdat hij van een mug een slurf maakte in de supermarkt.;slurf;exp;NA;;;;;;;;;;
2;156;verb-final;literal;Als ondernemer kon Erik moeilijk een dag vrij nemen, omdat hij geen brood op de vloer had in dat geval.;vloer;exp;NA;;;;;;;;;;
2;157;verb-final;literal;De vrijwilligers waardeerden Henks toespraak zeer, omdat hij hen een hart onder de gesp stak daarmee.;gesp;exp;NA;;;;;;;;;;
2;158;verb-final;literal;Het pianoconcert ontving lovende recencies, omdat de pianiste de sterren van de engel speelde vrijdagavond.;engel;exp;NA;;;;;;;;;;
2;159;verb-final;literal;Veerle dacht dat Lucas erg verlegen was, omdat hij de kat uit de stam keek bij de borrel.;stam;exp;NA;;;;;;;;;;
2;160;verb-final;literal;De winnende wielrenner was nu volledig uitgeput, omdat hij het onderste uit de kruik haalde in de eindsprint.;kruik;exp;NA;;;;;;;;;;
2;161;verb-final;literal;Jelle was blij met de uitgestelde deadline, omdat dat de druk van de pot haalde voor nu.;pot;exp;NA;;;;;;;;;;
2;162;verb-final;literal;De politie moest een einde maken aan het feestje, omdat het uit de palm liep zaterdag.;palm;exp;NA;;;;;;;;;;
3;1;verb-final;literal;Menno leek niet bang voor geldproblemen na zijn pensioen, omdat hij een appeltje voor de honger had ongetwijfeld.;honger;exp;NA;;;;;;;;;;
3;2;verb-final;literal;Niels merkte dat hij de auditie erg spannend vond, omdat zijn hart in zijn nek klopte voor die tijd.;nek;exp;NA;;;;;;;;;;
3;3;verb-final;literal;Stefanie zag dat Martijn zich schaamde, omdat hij met zijn staart tussen zijn heupen afdroop na het gesprek.;heupen;exp;NA;;;;;;;;;;
3;4;verb-final;literal;Al snel kon Lars zijn internetbedrijf uitbreiden, omdat het hem voor de storm ging dat jaar.;storm;exp;NA;;;;;;;;;;
3;5;verb-final;literal;Zelfs na de zoveelste afwijzing liet Karel Wende niet met rust, omdat hij een bord voor zijn munt had blijkbaar.;munt;exp;NA;;;;;;;;;;
3;6;verb-final;literal;Jorik haatte Mariekes gemene opmerkingen, omdat hij door de aarde ging tegenover zijn klasgenoten.;aarde;exp;NA;;;;;;;;;;
3;7;verb-final;literal;De verpleegster had medelijden met de kermende patiënt, omdat hij door een duivel ging na die kaakoperatie.;duivel;exp;NA;;;;;;;;;;
3;8;verb-final;literal;Linda probeerde haar woedende broer te kalmeren, omdat hij door het koord ging tegen de portier.;koord;exp;NA;;;;;;;;;;
3;9;verb-final;literal;Sandra werd door de chirurg onder narcose gebracht, omdat ze onder het bord ging zometeen.;bord;exp;NA;;;;;;;;;;
3;10;verb-final;literal;Het slachthuis was niet blij met de geheime videobeelden, omdat ze op hun wang gingen voor de inspectie.;wang;exp;NA;;;;;;;;;;
3;11;verb-final;literal;Tijdens het popconcert stond Emma te springen, omdat ze uit haar pan ging met haar vriendinnen.;pan;exp;NA;;;;;;;;;;
3;12;verb-final;literal;De uitgeschakelde tennisser was erg teleurgesteld, omdat hij voor de zaag ging na slechts twee sets.;zaag;exp;NA;;;;;;;;;;
3;13;verb-final;literal;De winst van Anna's bedrijf was verdubbeld, omdat ze de wind in de doeken had het afgelopen kwartaal.;doeken;exp;NA;;;;;;;;;;
3;14;verb-final;literal;In principe was Victor de baas van het restaurant, omdat hij het heft in wijsvinger had sinds vorige zomer.;wijsvinger;exp;NA;;;;;;;;;;
3;15;verb-final;literal;Theo kon zijn ogen niet van Natascha afhouden, omdat hij vlinders in zijn navel kreeg van haar.;navel;exp;NA;;;;;;;;;;
3;16;verb-final;literal;De corrupte bankdirecteur ging vrijuit, omdat zijn collega hem de hand boven het gezicht hield tijdens het onderzoek.;gezicht;exp;NA;;;;;;;;;;
3;17;verb-final;literal;Irene kon niet ongezien weglopen, omdat haar ouders haar in de kousen hielden vanuit de woonkamer.;kousen;exp;NA;;;;;;;;;;
3;18;verb-final;literal;De inheemse bevolking kon geen kant op, omdat de machthebbers hen onder de pink hielden tijdens de oorlog.;pink;exp;NA;;;;;;;;;;
3;19;verb-final;literal;De huurmoordenaar kreeg een zware celstraf, omdat hij een drugsbaron om schuim hielp op de parkeerplaats.;schuim;exp;NA;;;;;;;;;;
3;20;verb-final;literal;Eva's computerprobleem was snel verholpen, omdat Ernst haar uit de vonk hielp vanochtend.;vonk;exp;NA;;;;;;;;;;
3;21;verb-final;literal;Dirk wist nu dat hij geen piloot kon worden, omdat de selectiecommissie hem uit de wens hielp tijdens de selectiedag.;wens;exp;NA;;;;;;;;;;
3;22;verb-final;literal;Tijdens de spooktocht gilden de kinderen het uit, omdat Joris hen de stuipen op het skelet joeg in het bos.;skelet;exp;NA;;;;;;;;;;
3;23;verb-final;literal;Hilda vond Maarten een pestkop, omdat hij haar op de stoel joeg met zijn getreiter.;stoel;exp;NA;;;;;;;;;;
3;24;verb-final;literal;Bart zag dat zijn mop grappig was, omdat zijn vrienden in een auto lagen op de bank.;auto;exp;NA;;;;;;;;;;
3;25;verb-final;literal;Die starterswoningen werden razendsnel verkocht, omdat ze in de geur vielen bij veel mensen.;geur;exp;NA;;;;;;;;;;
3;26;verb-final;literal;Uiteindelijk werden de reorganisatieplannen wel duidelijk, omdat de directeur zijn kaarten op keuken legde gisterochtend.;keuken;exp;NA;;;;;;;;;;
3;27;verb-final;literal;De fraudeurs wisten hun witwaspraktijken te verbergen, omdat ze de agenten om de vijver leidden bij huiszoekingen.;vijver;exp;NA;;;;;;;;;;
3;28;verb-first;correct;Sascha merkte dat Nathan geschrokken was van het ongeluk, want hij was uit zijn doen maandagavond.;doen;exp;NA;;;;;;;;;;
3;29;verb-first;correct;Vera was erg tevreden over het verloop van het evenement, want het liep op rolletjes vorig weekend.;rolletjes;exp;NA;;;;;;;;;;
3;30;verb-first;correct;Neeltje zei dat Floris wel iets zuiniger mocht leven, want hij had een gat in zijn hand sinds zijn loonsverhoging.;hand;exp;NA;;;;;;;;;;
3;31;verb-first;correct;Bij die protestactie moest de oproerpolitie optreden, want het liep uit de klauwen op het Malieveld.;klauwen;exp;NA;;;;;;;;;;
3;32;verb-first;correct;Alieke vond dat Alex wel iets bescheidener mocht zijn, want hij liep naast zijn schoenen zo langzamerhand.;schoenen;exp;NA;;;;;;;;;;
